movie_id,user_id,rating,date
482,1206,5,2004-07-06
571,1206,5,2004-12-09
1180,1206,5,2004-07-06
1264,1206,4,2005-03-28
1744,1206,5,2004-07-23
1843,1206,3,2004-07-23
1905,1206,5,2004-07-06
3624,1206,5,2004-07-06
3862,1206,3,2004-07-23
3925,1206,4,2004-07-06
4345,1206,1,2004-07-06
4356,1206,4,2004-07-06
4432,1206,1,2004-07-23
5917,1206,5,2004-08-05
6029,1206,4,2004-07-06
6037,1206,4,2004-07-06
6206,1206,5,2004-07-06
6287,1206,3,2004-07-06
6445,1206,3,2004-10-22
7040,1206,4,2004-07-23
7155,1206,5,2004-07-23
7234,1206,4,2004-07-23
7239,1206,5,2004-10-22
7240,1206,3,2004-07-23
7624,1206,5,2004-07-23
8644,1206,3,2004-07-23
8928,1206,5,2005-01-20
9189,1206,4,2004-07-23
257,5117,5,2005-09-13
1145,5117,4,2005-07-18
1307,5117,4,2005-07-18
1659,5117,3,2005-07-18
2152,5117,5,2005-07-18
3106,5117,4,2005-07-18
3282,5117,3,2005-08-09
3427,5117,4,2005-07-18
3610,5117,4,2005-07-18
3825,5117,5,2005-07-20
3938,5117,4,2005-09-13
4135,5117,5,2005-07-18
4306,5117,5,2005-07-18
4520,5117,3,2005-07-18
4640,5117,5,2005-07-18
5317,5117,4,2005-07-18
5496,5117,3,2005-07-18
6287,5117,4,2005-07-18
6386,5117,4,2005-07-18
6972,5117,4,2005-07-18
7234,5117,4,2005-07-18
7364,5117,4,2005-07-18
8181,5117,4,2005-07-20
8840,5117,4,2005-07-18
9188,5117,3,2005-08-09
9189,5117,5,2005-07-18
18,10268,3,2002-12-06
29,10268,3,2003-05-02
30,10268,3,2004-04-26
44,10268,4,2000-06-08
55,10268,3,2001-05-13
58,10268,3,2003-06-25
75,10268,2,2003-06-02
77,10268,3,2002-10-30
78,10268,3,2003-07-02
80,10268,3,2003-10-01
83,10268,4,2000-01-09
107,10268,3,2002-10-15
108,10268,4,2004-06-23
111,10268,3,2004-03-12
118,10268,4,2001-11-25
125,10268,3,2004-07-12
143,10268,4,2000-01-19
148,10268,4,2002-08-05
156,10268,3,2003-10-16
175,10268,4,2000-01-09
181,10268,3,2005-06-02
185,10268,3,2003-04-23
187,10268,3,2002-10-05
197,10268,4,2004-09-01
199,10268,5,2000-01-06
216,10268,3,2002-07-27
232,10268,3,2002-09-26
241,10268,3,2001-05-13
256,10268,3,2003-03-06
276,10268,2,2001-07-18
285,10268,3,2001-07-18
289,10268,1,2000-01-06
299,10268,3,2001-11-25
300,10268,3,2000-01-09
305,10268,3,2004-10-08
311,10268,3,2004-06-24
312,10268,3,2000-12-07
313,10268,4,2001-05-30
330,10268,5,2000-01-06
331,10268,4,2000-08-30
334,10268,2,2005-07-18
348,10268,3,2003-02-14
357,10268,4,2004-06-10
358,10268,4,2002-11-23
367,10268,3,2003-07-28
393,10268,3,2002-12-14
400,10268,4,2005-05-22
406,10268,4,2005-06-29
413,10268,3,2003-07-08
422,10268,3,2003-03-24
427,10268,3,2003-02-28
433,10268,3,2005-03-31
445,10268,4,2000-04-01
457,10268,4,2004-08-23
459,10268,3,2003-09-24
468,10268,4,2004-04-16
474,10268,3,2003-10-08
482,10268,4,2003-06-25
483,10268,3,2003-09-24
489,10268,3,2002-12-05
494,10268,3,2003-10-01
498,10268,4,2003-03-04
499,10268,2,2001-01-12
507,10268,3,2003-06-25
535,10268,3,2004-09-28
548,10268,2,2003-05-20
550,10268,3,2002-09-26
561,10268,3,2000-01-20
564,10268,3,2003-05-20
566,10268,3,2003-02-24
571,10268,4,2000-12-07
578,10268,3,2000-12-30
599,10268,4,2000-03-21
607,10268,4,2000-01-09
621,10268,4,2001-07-18
629,10268,3,2004-07-09
638,10268,3,2003-08-23
640,10268,3,2003-04-30
646,10268,3,2003-09-24
652,10268,3,2002-10-15
658,10268,3,2003-06-24
660,10268,3,2002-11-26
661,10268,2,2003-12-17
662,10268,4,2000-03-21
671,10268,3,2003-05-12
672,10268,2,2002-09-21
673,10268,3,2002-09-28
682,10268,2,2000-06-08
691,10268,2,2000-12-30
705,10268,4,2005-05-23
708,10268,3,2000-12-07
711,10268,4,2000-03-21
718,10268,3,2004-06-17
719,10268,3,2002-09-21
723,10268,3,2003-07-02
740,10268,2,2003-07-16
746,10268,4,2002-05-30
759,10268,3,2002-09-21
764,10268,4,2004-10-13
798,10268,3,2001-05-13
811,10268,4,2003-09-25
819,10268,2,2001-07-18
833,10268,3,2000-06-08
846,10268,3,2005-07-18
851,10268,3,2004-08-12
859,10268,3,2001-05-13
886,10268,4,2005-03-29
894,10268,2,2000-12-30
898,10268,3,2003-04-03
953,10268,4,2000-03-21
962,10268,3,2003-03-18
963,10268,3,2003-07-19
985,10268,3,2000-03-08
989,10268,4,2004-12-23
992,10268,4,2005-03-31
993,10268,3,2001-02-17
998,10268,3,2003-10-17
1011,10268,3,2002-09-26
1026,10268,3,2003-02-28
1027,10268,4,2000-03-21
1033,10268,3,2003-04-18
1035,10268,4,2001-02-17
1066,10268,4,2003-04-03
1073,10268,4,2005-07-13
1075,10268,3,2002-12-03
1080,10268,3,2004-03-24
1082,10268,3,2003-02-14
1096,10268,3,2002-11-11
1102,10268,4,2002-08-08
1104,10268,3,2003-02-12
1110,10268,4,2004-02-11
1116,10268,3,2002-08-08
1132,10268,3,2003-05-20
1148,10268,4,2003-12-16
1151,10268,3,2003-01-14
1157,10268,3,2000-01-06
1160,10268,3,2001-07-18
1163,10268,3,2001-07-18
1165,10268,3,2003-03-04
1175,10268,4,2002-11-02
1180,10268,4,2002-07-18
1202,10268,3,2000-04-01
1220,10268,4,2004-09-29
1224,10268,3,2004-10-14
1226,10268,3,2003-01-17
1234,10268,3,2003-02-14
1238,10268,4,2003-02-14
1250,10268,3,2000-01-20
1267,10268,3,2002-11-11
1274,10268,4,2002-10-15
1278,10268,3,2003-10-23
1289,10268,2,2003-04-03
1293,10268,2,2002-12-28
1307,10268,4,2004-01-07
1323,10268,3,2003-09-25
1324,10268,3,2000-01-09
1336,10268,3,2003-01-20
1364,10268,4,2003-12-18
1367,10268,4,2000-03-21
1370,10268,4,2003-02-12
1372,10268,3,2002-12-03
1392,10268,3,2004-03-30
1394,10268,3,2002-07-09
1395,10268,3,2000-01-20
1401,10268,3,2004-04-15
1408,10268,3,2001-07-18
1424,10268,3,2003-07-02
1428,10268,3,2003-06-04
1432,10268,3,2000-12-30
1450,10268,3,2003-03-06
1455,10268,3,2004-07-30
1482,10268,3,2004-04-05
1495,10268,4,2004-05-10
1503,10268,4,2000-03-01
1542,10268,4,2000-03-21
1543,10268,3,2003-03-31
1558,10268,3,2004-07-12
1571,10268,4,2004-07-09
1578,10268,3,2002-10-15
1582,10268,3,2002-12-05
1585,10268,4,2002-06-01
1589,10268,3,2004-09-29
1615,10268,3,2000-03-21
1625,10268,3,2004-06-24
1632,10268,3,2005-06-24
1642,10268,5,2004-12-17
1646,10268,4,2002-11-22
1650,10268,4,2001-11-25
1655,10268,3,2003-05-03
1656,10268,3,2005-02-05
1659,10268,3,2002-11-06
1682,10268,3,2001-05-13
1692,10268,3,2003-09-16
1693,10268,3,2001-05-13
1719,10268,2,2005-06-06
1721,10268,2,2003-04-23
1746,10268,3,2001-07-18
1754,10268,4,2003-09-24
1780,10268,3,2001-07-18
1792,10268,3,2000-01-06
1795,10268,4,2005-03-18
1798,10268,4,2000-01-09
1799,10268,4,2000-12-30
1803,10268,3,2004-09-03
1807,10268,3,2003-08-25
1832,10268,3,2003-02-14
1839,10268,3,2003-03-31
1843,10268,3,2002-11-11
1844,10268,3,2002-12-04
1846,10268,3,2003-03-31
1853,10268,3,2004-06-18
1854,10268,3,2002-12-04
1862,10268,3,2005-07-14
1865,10268,4,2005-04-11
1884,10268,3,2002-06-01
1890,10268,3,2004-12-21
1897,10268,4,2000-03-21
1901,10268,3,2002-12-17
1905,10268,3,2003-12-10
1918,10268,4,2004-10-04
1925,10268,3,2003-03-13
1945,10268,3,2003-03-31
1955,10268,3,2002-12-07
1969,10268,3,2000-01-09
1971,10268,3,2001-07-14
1975,10268,4,2001-01-12
1983,10268,3,2001-11-25
2000,10268,3,2000-06-08
2001,10268,4,2001-07-14
2006,10268,3,2001-07-18
2009,10268,5,2000-08-17
2012,10268,3,2004-05-27
2043,10268,4,2005-03-31
2053,10268,3,2000-01-06
2072,10268,3,2003-07-02
2082,10268,3,2003-01-14
2093,10268,3,2001-07-18
2103,10268,3,2003-03-24
2112,10268,3,2003-09-11
2122,10268,3,2000-12-30
2127,10268,3,2001-04-20
2135,10268,3,2002-10-15
2139,10268,4,2000-04-01
2149,10268,3,2000-12-30
2163,10268,1,2000-02-25
2167,10268,3,2003-07-16
2171,10268,3,2005-03-25
2174,10268,3,2003-02-28
2177,10268,3,2003-04-03
2178,10268,4,2002-10-10
2182,10268,4,2001-05-21
2186,10268,3,2003-06-30
2188,10268,3,2003-10-23
2198,10268,3,2003-10-23
2199,10268,3,2002-11-09
2200,10268,3,2002-08-09
2251,10268,3,2003-09-25
2252,10268,4,2001-05-13
2269,10268,3,2004-07-27
2283,10268,3,2003-10-17
2289,10268,2,2003-10-23
2302,10268,3,2003-02-14
2304,10268,3,2003-09-24
2314,10268,3,2000-03-21
2316,10268,3,2001-07-18
2334,10268,3,2003-10-28
2348,10268,3,2003-02-14
2352,10268,3,2003-02-12
2356,10268,2,2003-02-24
2368,10268,2,2002-07-18
2372,10268,4,2004-12-13
2376,10268,3,2000-12-30
2379,10268,3,2003-10-01
2394,10268,3,2003-03-31
2395,10268,4,2000-02-25
2400,10268,4,2001-02-17
2407,10268,3,2003-09-24
2409,10268,3,2003-06-25
2411,10268,4,2005-05-13
2430,10268,4,2003-12-01
2432,10268,3,2004-08-04
2441,10268,3,2005-08-18
2452,10268,4,2002-08-14
2456,10268,4,2005-01-26
2462,10268,3,2002-09-21
2464,10268,3,2000-01-09
2465,10268,3,2002-11-23
2470,10268,3,2003-04-16
2472,10268,3,2002-09-27
2478,10268,4,2000-04-01
2482,10268,3,2003-10-17
2495,10268,3,2002-09-21
2499,10268,3,2003-02-14
2510,10268,3,2002-12-04
2512,10268,3,2003-03-31
2518,10268,3,2001-05-13
2519,10268,4,2005-05-06
2521,10268,2,2002-10-02
2528,10268,3,2003-07-16
2554,10268,3,2001-07-18
2574,10268,3,2003-04-04
2577,10268,3,2002-08-05
2583,10268,3,2004-01-07
2590,10268,3,2003-07-02
2594,10268,3,2003-04-03
2595,10268,3,2004-08-24
2617,10268,3,2003-06-04
2660,10268,4,2003-05-20
2668,10268,3,2002-10-16
2675,10268,2,2003-08-06
2685,10268,3,2002-09-26
2687,10268,4,2004-04-30
2689,10268,3,2003-03-31
2699,10268,3,2004-03-15
2705,10268,3,2003-04-03
2712,10268,3,2001-05-13
2734,10268,3,2002-12-03
2739,10268,3,2002-09-21
2743,10268,4,2003-09-08
2755,10268,4,2005-05-23
2757,10268,3,2004-09-03
2763,10268,3,2003-02-18
2776,10268,3,2003-03-31
2779,10268,3,2004-04-02
2782,10268,4,2000-12-30
2798,10268,3,2003-06-24
2800,10268,3,2002-12-07
2819,10268,3,2004-05-24
2828,10268,3,2001-07-18
2843,10268,1,2005-11-01
2848,10268,4,2002-07-30
2851,10268,4,2000-08-17
2858,10268,2,2003-06-25
2862,10268,5,2000-03-01
2866,10268,5,2000-01-06
2867,10268,3,2002-11-28
2873,10268,3,2003-06-25
2876,10268,3,2003-09-26
2896,10268,3,2000-01-09
2905,10268,3,2002-07-09
2913,10268,3,2005-04-06
2920,10268,3,2004-08-12
2921,10268,3,2000-12-07
2922,10268,2,2000-01-09
2931,10268,2,2001-02-01
2940,10268,3,2001-07-18
2953,10268,3,2000-06-08
2960,10268,3,2004-10-20
2965,10268,3,2000-03-21
2985,10268,4,2003-06-23
2992,10268,3,2004-03-30
3000,10268,3,2003-01-17
3009,10268,4,2004-04-15
3035,10268,3,2004-03-24
3047,10268,3,2002-09-26
3058,10268,4,2000-01-20
3071,10268,3,2003-10-16
3077,10268,2,2001-07-14
3084,10268,3,2002-12-05
3085,10268,2,2003-02-12
3086,10268,3,2002-09-26
3093,10268,3,2001-07-18
3095,10268,3,2002-09-26
3106,10268,3,2002-08-01
3113,10268,4,2001-07-18
3128,10268,5,2000-03-21
3135,10268,3,2002-08-05
3138,10268,4,2005-04-29
3141,10268,3,2003-02-18
3148,10268,4,2001-02-17
3150,10268,4,2005-05-22
3160,10268,3,2002-10-15
3161,10268,3,2002-08-08
3195,10268,4,2004-08-25
3198,10268,3,2001-11-25
3207,10268,4,2004-03-24
3216,10268,3,2004-09-19
3222,10268,3,2002-12-29
3224,10268,4,2000-04-01
3225,10268,2,2003-02-12
3232,10268,4,2004-09-27
3254,10268,3,2003-08-06
3264,10268,3,2002-11-02
3265,10268,4,2000-04-01
3269,10268,4,2000-01-09
3270,10268,3,2004-09-02
3272,10268,3,2004-07-09
3275,10268,3,2003-02-13
3276,10268,3,2001-07-18
3282,10268,3,2005-06-06
3287,10268,4,2003-11-17
3295,10268,3,2003-07-02
3303,10268,4,2003-06-29
3306,10268,3,2004-08-12
3309,10268,3,2001-06-30
3310,10268,3,2003-08-03
3312,10268,3,2002-06-01
3314,10268,3,2004-09-29
3321,10268,3,2003-04-03
3326,10268,3,2001-07-14
3333,10268,3,2005-02-14
3342,10268,4,2000-02-25
3350,10268,4,2000-08-17
3351,10268,3,2000-01-09
3355,10268,3,2003-03-20
3364,10268,2,2003-02-14
3368,10268,3,2002-12-29
3369,10268,3,2004-11-26
3375,10268,3,2001-07-18
3379,10268,4,2000-04-01
3385,10268,3,2005-01-13
3416,10268,3,2002-12-29
3418,10268,3,2004-09-09
3420,10268,4,2000-03-21
3427,10268,3,2002-12-17
3433,10268,3,2002-12-07
3434,10268,4,2002-06-28
3443,10268,3,2004-08-24
3464,10268,3,2004-10-26
3466,10268,3,2003-04-03
3480,10268,3,2001-05-13
3489,10268,3,2002-11-02
3490,10268,3,2003-07-02
3496,10268,3,2000-03-21
3510,10268,3,2000-01-09
3515,10268,3,2003-02-14
3524,10268,4,2003-03-31
3535,10268,3,2002-07-30
3538,10268,3,2002-10-30
3557,10268,2,2000-12-30
3579,10268,3,2003-10-22
3581,10268,2,2000-12-30
3583,10268,2,2003-04-03
3605,10268,4,2000-05-11
3608,10268,4,2004-05-03
3610,10268,3,2000-06-08
3611,10268,4,2000-12-30
3622,10268,3,2003-05-03
3624,10268,4,2004-05-10
3626,10268,3,2003-07-02
3638,10268,4,2003-12-18
3642,10268,3,2004-08-12
3649,10268,3,2001-07-18
3650,10268,4,2000-01-09
3651,10268,3,2002-09-26
3654,10268,3,2005-10-20
3657,10268,2,2003-03-24
3667,10268,2,2003-09-24
3684,10268,3,2000-01-19
3689,10268,4,2005-10-13
3703,10268,3,2004-06-09
3709,10268,3,2001-05-21
3713,10268,4,2005-02-28
3715,10268,3,2003-12-05
3725,10268,3,2000-12-30
3730,10268,4,2000-01-06
3742,10268,3,2000-01-19
3756,10268,3,2003-06-10
3758,10268,3,2002-12-29
3763,10268,2,2003-06-25
3765,10268,2,2003-05-12
3768,10268,3,2002-11-02
3782,10268,4,2000-08-17
3798,10268,5,2000-01-09
3801,10268,4,2004-09-16
3814,10268,3,2002-09-20
3816,10268,3,2003-09-26
3817,10268,4,2003-06-24
3824,10268,3,2000-03-21
3825,10268,3,2003-02-18
3830,10268,3,2003-03-06
3859,10268,2,2003-03-31
3860,10268,3,2003-12-04
3862,10268,3,2002-11-26
3864,10268,5,2005-10-21
3870,10268,4,2000-04-15
3879,10268,3,2000-01-09
3882,10268,3,2002-09-26
3893,10268,4,2000-01-09
3894,10268,3,2005-01-20
3905,10268,3,2002-06-01
3925,10268,5,2003-10-22
3936,10268,4,2000-04-29
3938,10268,4,2004-11-22
3941,10268,3,2003-04-03
3955,10268,3,2004-04-15
3962,10268,4,2004-04-02
3970,10268,3,2002-11-02
3999,10268,4,2004-04-27
4019,10268,3,2003-02-12
4026,10268,3,2003-10-16
4043,10268,4,2003-01-15
4045,10268,4,2003-07-01
4056,10268,3,2002-10-15
4064,10268,3,2002-10-15
4069,10268,3,2000-04-01
4089,10268,3,2003-02-14
4109,10268,3,2000-12-30
4123,10268,4,2000-01-06
4124,10268,3,2003-04-23
4141,10268,3,2002-06-28
4147,10268,2,2002-12-28
4157,10268,3,2003-06-20
4171,10268,2,2003-01-20
4195,10268,3,2003-10-17
4197,10268,3,2004-01-19
4207,10268,4,2005-01-25
4212,10268,3,2003-10-16
4214,10268,3,2002-09-26
4216,10268,3,2003-08-23
4219,10268,3,2004-10-14
4227,10268,3,2000-01-19
4247,10268,3,2004-09-01
4248,10268,3,2003-09-24
4251,10268,3,2003-09-24
4255,10268,1,2003-11-24
4256,10268,3,2002-09-21
4260,10268,3,2003-03-24
4262,10268,4,2000-08-17
4271,10268,3,2000-01-09
4287,10268,3,2003-04-18
4296,10268,3,2003-05-03
4302,10268,4,2002-09-26
4306,10268,3,2001-05-13
4315,10268,4,2005-06-16
4330,10268,4,2000-03-21
4331,10268,3,2003-10-21
4336,10268,4,2004-02-02
4339,10268,2,2001-06-19
4341,10268,3,2003-01-11
4356,10268,3,2003-03-04
4364,10268,4,2002-11-24
4369,10268,3,2002-11-24
4370,10268,2,2003-09-16
4372,10268,3,2004-08-03
4374,10268,3,2003-12-16
4389,10268,3,2003-09-09
4393,10268,5,2001-11-25
4402,10268,2,2000-08-17
4413,10268,3,2003-02-18
4418,10268,2,2000-12-07
4420,10268,3,2004-09-07
4429,10268,3,2002-12-15
4438,10268,4,2001-02-01
4442,10268,2,2001-02-01
4478,10268,3,2000-01-09
4479,10268,3,2003-06-25
4488,10268,3,2004-05-12
4490,10268,3,2004-09-01
4497,10268,3,2002-09-26
4503,10268,3,2005-01-12
4519,10268,2,2004-08-09
4520,10268,3,2003-10-23
4545,10268,4,2003-06-24
4551,10268,3,2003-03-31
4557,10268,3,2002-12-05
4563,10268,3,2004-05-03
4565,10268,3,2003-07-19
4568,10268,3,2003-09-24
4570,10268,4,2001-03-03
4577,10268,4,2002-07-09
4582,10268,3,2003-02-14
4590,10268,5,2005-02-04
4594,10268,3,2003-01-20
4596,10268,3,2003-09-26
4612,10268,3,2001-05-13
4627,10268,3,2002-11-13
4636,10268,3,2003-02-18
4638,10268,2,2002-12-28
4640,10268,4,2003-06-25
4647,10268,3,2003-09-25
4661,10268,2,2000-12-30
4677,10268,2,2002-12-05
4685,10268,3,2000-02-25
4686,10268,3,2002-09-21
4697,10268,4,2005-01-25
4698,10268,4,2001-11-25
4705,10268,3,2003-05-12
4727,10268,4,2002-11-28
4736,10268,4,2000-03-21
4739,10268,3,2003-02-14
4740,10268,3,2003-05-24
4745,10268,3,2003-10-16
4752,10268,2,2002-10-05
4761,10268,3,2003-07-01
4772,10268,2,2003-03-06
4774,10268,3,2002-08-05
4781,10268,3,2004-07-12
4791,10268,1,2000-07-18
4799,10268,3,2003-03-13
4801,10268,3,2003-04-28
4805,10268,4,2000-03-21
4816,10268,3,2000-03-21
4831,10268,3,2004-06-03
4833,10268,4,2004-06-03
4841,10268,3,2001-07-18
4847,10268,4,2000-01-19
4849,10268,3,2002-09-26
4852,10268,3,2002-09-28
4856,10268,2,2003-02-18
4866,10268,3,2004-06-18
4874,10268,3,2000-01-19
4883,10268,3,2001-05-13
4895,10268,3,2004-06-11
4906,10268,3,2001-11-25
4912,10268,3,2000-01-19
4920,10268,3,2003-09-24
4931,10268,4,2005-02-04
4932,10268,4,2000-03-21
4942,10268,3,2003-06-25
4943,10268,3,2002-09-26
4951,10268,4,2004-02-23
4964,10268,2,2004-08-10
4972,10268,4,2004-05-27
4977,10268,3,2003-10-17
4996,10268,4,2000-12-30
5001,10268,3,2003-02-14
5010,10268,3,2001-07-18
5020,10268,3,2004-01-23
5025,10268,4,2004-06-15
5035,10268,3,2002-10-16
5041,10268,4,2001-07-14
5047,10268,2,2002-11-24
5054,10268,5,2000-03-21
5056,10268,3,2003-09-24
5059,10268,4,2000-03-21
5063,10268,3,2003-10-23
5069,10268,3,2004-08-12
5073,10268,3,2002-11-15
5075,10268,4,2000-03-21
5084,10268,3,2003-05-12
5087,10268,4,2000-12-30
5090,10268,2,2002-08-05
5104,10268,3,2004-04-30
5112,10268,4,2001-02-05
5135,10268,3,2003-10-01
5137,10268,4,2000-03-21
5140,10268,4,2000-04-01
5154,10268,4,2005-07-22
5162,10268,3,2003-06-26
5169,10268,4,2002-11-24
5171,10268,1,2003-10-24
5180,10268,3,2000-12-07
5185,10268,3,2005-01-24
5191,10268,3,2001-05-30
5203,10268,2,2004-11-19
5226,10268,3,2000-03-21
5227,10268,4,2001-11-25
5243,10268,4,2002-06-07
5250,10268,3,2004-09-10
5253,10268,3,2001-07-18
5271,10268,2,2001-07-18
5278,10268,3,2000-01-09
5287,10268,4,2000-03-01
5292,10268,4,2004-05-19
5293,10268,4,2000-01-09
5308,10268,3,2002-11-24
5313,10268,3,2002-11-24
5315,10268,3,2004-08-12
5317,10268,3,2001-05-21
5318,10268,5,2000-03-21
5320,10268,3,2005-08-09
5327,10268,4,2005-08-18
5328,10268,3,2003-10-23
5342,10268,3,2002-11-02
5351,10268,3,2003-03-31
5360,10268,4,2003-09-25
5363,10268,2,2002-05-30
5366,10268,3,2003-02-18
5367,10268,3,2002-09-21
5391,10268,3,2001-07-18
5394,10268,3,2003-10-08
5401,10268,3,2004-12-15
5402,10268,4,2000-03-21
5403,10268,3,2003-03-06
5415,10268,3,2000-12-30
5425,10268,3,2002-10-16
5427,10268,3,2004-05-04
5430,10268,4,2000-04-01
5434,10268,4,2000-12-07
5447,10268,3,2002-12-06
5448,10268,3,2004-08-12
5462,10268,4,2001-07-14
5466,10268,3,2000-01-09
5468,10268,3,2002-09-26
5472,10268,2,2002-11-13
5474,10268,2,2000-01-06
5477,10268,4,2000-12-30
5493,10268,3,2002-09-26
5496,10268,4,2004-12-29
5503,10268,3,2002-12-07
5504,10268,1,2000-12-07
5522,10268,4,2005-06-13
5524,10268,3,2002-11-28
5531,10268,4,2000-04-01
5542,10268,2,2003-03-13
5544,10268,3,2002-09-26
5545,10268,3,2002-12-15
5571,10268,4,2000-12-30
5582,10268,4,2005-02-03
5589,10268,3,2002-08-08
5591,10268,3,2003-09-24
5601,10268,3,2000-01-19
5602,10268,3,2003-07-02
5603,10268,4,2004-07-14
5607,10268,3,2002-11-24
5614,10268,2,2002-11-13
5625,10268,4,2003-03-18
5628,10268,3,2000-03-21
5639,10268,3,2000-01-09
5646,10268,3,2004-07-28
5647,10268,3,2002-08-05
5651,10268,2,2002-11-11
5656,10268,3,2001-07-18
5659,10268,3,2002-09-26
5704,10268,3,2000-03-21
5705,10268,4,2002-11-23
5707,10268,3,2000-01-09
5708,10268,4,2001-01-12
5709,10268,3,2002-07-09
5713,10268,2,2003-07-02
5730,10268,4,2005-08-04
5732,10268,5,2004-09-28
5734,10268,2,2003-10-17
5760,10268,4,2004-05-01
5762,10268,4,2001-04-11
5775,10268,4,2000-01-09
5778,10268,4,2002-08-05
5788,10268,5,2000-01-09
5793,10268,4,2004-01-22
5814,10268,3,2003-03-05
5845,10268,4,2000-01-09
5854,10268,3,2002-11-28
5857,10268,3,2001-07-18
5861,10268,3,2003-09-24
5862,10268,3,2002-09-28
5882,10268,3,2002-12-29
5891,10268,3,2003-09-25
5895,10268,3,2002-08-17
5899,10268,4,2004-12-07
5900,10268,3,2000-01-09
5903,10268,3,2003-06-20
5906,10268,3,2002-12-29
5909,10268,3,2005-01-07
5922,10268,4,2000-03-21
5924,10268,4,2001-07-18
5926,10268,5,2000-06-08
5933,10268,3,2002-07-09
5939,10268,3,2001-11-25
5946,10268,3,2002-12-05
5947,10268,3,2003-10-01
5952,10268,4,2005-04-21
5970,10268,3,2000-08-30
5971,10268,3,2003-09-24
5983,10268,3,2003-04-03
6003,10268,3,2005-03-14
6006,10268,3,2003-10-28
6030,10268,3,2002-06-28
6035,10268,2,2000-01-06
6042,10268,2,2004-08-09
6060,10268,4,2004-03-12
6072,10268,3,2003-03-31
6080,10268,2,2003-03-11
6099,10268,5,2000-01-06
6113,10268,4,2000-03-21
6114,10268,3,2002-07-06
6117,10268,4,2001-07-18
6119,10268,3,2004-05-06
6120,10268,3,2002-09-27
6122,10268,3,2003-07-25
6133,10268,3,2000-12-30
6134,10268,4,2004-12-22
6141,10268,4,2005-01-05
6147,10268,3,2004-06-11
6161,10268,4,2005-04-20
6162,10268,4,2004-09-28
6166,10268,5,2000-01-20
6173,10268,2,2003-06-25
6174,10268,3,2003-05-20
6188,10268,3,2003-02-18
6190,10268,3,2002-11-27
6192,10268,2,2003-09-24
6193,10268,3,2002-09-26
6195,10268,3,2005-04-27
6205,10268,4,2004-02-19
6206,10268,2,2003-03-19
6219,10268,3,2003-05-02
6221,10268,4,2000-04-01
6222,10268,3,2003-09-16
6223,10268,3,2002-07-09
6226,10268,3,2000-01-19
6231,10268,3,2002-10-14
6240,10268,4,2000-04-01
6243,10268,3,2002-12-29
6254,10268,4,2005-05-22
6263,10268,3,2002-09-26
6265,10268,2,2003-10-16
6268,10268,2,2000-12-30
6274,10268,5,2000-01-09
6285,10268,3,2000-01-06
6287,10268,4,2003-03-18
6291,10268,3,2002-09-26
6299,10268,3,2004-09-10
6318,10268,3,2003-05-03
6336,10268,2,2001-02-17
6337,10268,2,2003-10-23
6345,10268,2,2000-12-30
6347,10268,3,2001-11-25
6352,10268,4,2003-04-23
6355,10268,4,2005-09-12
6357,10268,3,2003-09-25
6378,10268,4,2001-07-14
6382,10268,4,2004-06-23
6386,10268,3,2003-06-29
6398,10268,3,2003-03-10
6400,10268,3,2003-07-01
6408,10268,4,2000-03-21
6418,10268,3,2001-05-21
6428,10268,5,2000-04-01
6445,10268,5,2003-06-25
6449,10268,3,2001-05-01
6451,10268,3,2003-10-31
6464,10268,3,2002-12-28
6470,10268,4,2000-01-06
6475,10268,4,2005-04-13
6477,10268,3,2004-06-03
6481,10268,2,2002-11-21
6482,10268,2,2000-08-17
