user_id,movie_id,rating
1206,482,5
1206,571,5
1206,1180,5
1206,1264,4
1206,1744,5
1206,1843,3
1206,1905,5
1206,3624,5
1206,3862,3
1206,3925,4
1206,4345,1
1206,4356,4
1206,4432,1
1206,5917,5
1206,6029,4
1206,6037,4
1206,6206,5
1206,6287,3
1206,6445,3
1206,7040,4
1206,7155,5
1206,7234,4
1206,7239,5
1206,7240,3
1206,7624,5
1206,8644,3
1206,8928,5
1206,9189,4
5117,257,5
5117,1145,4
5117,1307,4
5117,1659,3
5117,2152,5
5117,3106,4
5117,3282,3
5117,3427,4
5117,3610,4
5117,3825,5
5117,3938,4
5117,4135,5
5117,4306,5
5117,4520,3
5117,4640,5
5117,5317,4
5117,5496,3
5117,6287,4
5117,6386,4
5117,6972,4
5117,7234,4
5117,7364,4
5117,8181,4
5117,8840,4
5117,9188,3
5117,9189,5
10268,18,3
10268,29,3
10268,30,3
10268,44,4
10268,55,3
10268,58,3
10268,75,2
10268,77,3
10268,78,3
10268,80,3
10268,83,4
10268,107,3
10268,108,4
10268,111,3
10268,118,4
10268,125,3
10268,143,4
10268,148,4
10268,156,3
10268,175,4
10268,181,3
10268,185,3
10268,187,3
10268,197,4
10268,199,5
10268,216,3
10268,232,3
10268,241,3
10268,256,3
10268,276,2
10268,285,3
10268,289,1
10268,299,3
10268,300,3
10268,305,3
10268,311,3
10268,312,3
10268,313,4
10268,330,5
10268,331,4
10268,334,2
10268,348,3
10268,357,4
10268,358,4
10268,367,3
10268,393,3
10268,400,4
10268,406,4
10268,413,3
10268,422,3
10268,427,3
10268,433,3
10268,445,4
10268,457,4
10268,459,3
10268,468,4
10268,474,3
10268,482,4
10268,483,3
10268,489,3
10268,494,3
10268,498,4
10268,499,2
10268,507,3
10268,535,3
10268,548,2
10268,550,3
10268,561,3
10268,564,3
10268,566,3
10268,571,4
10268,578,3
10268,599,4
10268,607,4
10268,621,4
10268,629,3
10268,638,3
10268,640,3
10268,646,3
10268,652,3
10268,658,3
10268,660,3
10268,661,2
10268,662,4
10268,671,3
10268,672,2
10268,673,3
10268,682,2
10268,691,2
10268,705,4
10268,708,3
10268,711,4
10268,718,3
10268,719,3
10268,723,3
10268,740,2
10268,746,4
10268,759,3
10268,764,4
10268,798,3
10268,811,4
10268,819,2
10268,833,3
10268,846,3
10268,851,3
10268,859,3
10268,886,4
10268,894,2
10268,898,3
10268,953,4
10268,962,3
10268,963,3
10268,985,3
10268,989,4
10268,992,4
10268,993,3
10268,998,3
10268,1011,3
10268,1026,3
10268,1027,4
10268,1033,3
10268,1035,4
10268,1066,4
10268,1073,4
10268,1075,3
10268,1080,3
10268,1082,3
10268,1096,3
10268,1102,4
10268,1104,3
10268,1110,4
10268,1116,3
10268,1132,3
10268,1148,4
10268,1151,3
10268,1157,3
10268,1160,3
10268,1163,3
10268,1165,3
10268,1175,4
10268,1180,4
10268,1202,3
10268,1220,4
10268,1224,3
10268,1226,3
10268,1234,3
10268,1238,4
10268,1250,3
10268,1267,3
10268,1274,4
10268,1278,3
10268,1289,2
10268,1293,2
10268,1307,4
10268,1323,3
10268,1324,3
10268,1336,3
10268,1364,4
10268,1367,4
10268,1370,4
10268,1372,3
10268,1392,3
10268,1394,3
10268,1395,3
10268,1401,3
10268,1408,3
10268,1424,3
10268,1428,3
10268,1432,3
10268,1450,3
10268,1455,3
10268,1482,3
10268,1495,4
10268,1503,4
10268,1542,4
10268,1543,3
10268,1558,3
10268,1571,4
10268,1578,3
10268,1582,3
10268,1585,4
10268,1589,3
10268,1615,3
10268,1625,3
10268,1632,3
10268,1642,5
10268,1646,4
10268,1650,4
10268,1655,3
10268,1656,3
10268,1659,3
10268,1682,3
10268,1692,3
10268,1693,3
10268,1719,2
10268,1721,2
10268,1746,3
10268,1754,4
10268,1780,3
10268,1792,3
10268,1795,4
10268,1798,4
10268,1799,4
10268,1803,3
10268,1807,3
10268,1832,3
10268,1839,3
10268,1843,3
10268,1844,3
10268,1846,3
10268,1853,3
10268,1854,3
10268,1862,3
10268,1865,4
10268,1884,3
10268,1890,3
10268,1897,4
10268,1901,3
10268,1905,3
10268,1918,4
10268,1925,3
10268,1945,3
10268,1955,3
10268,1969,3
10268,1971,3
10268,1975,4
10268,1983,3
10268,2000,3
10268,2001,4
10268,2006,3
10268,2009,5
10268,2012,3
10268,2043,4
10268,2053,3
10268,2072,3
10268,2082,3
10268,2093,3
10268,2103,3
10268,2112,3
10268,2122,3
10268,2127,3
10268,2135,3
10268,2139,4
10268,2149,3
10268,2163,1
10268,2167,3
10268,2171,3
10268,2174,3
10268,2177,3
10268,2178,4
10268,2182,4
10268,2186,3
10268,2188,3
10268,2198,3
10268,2199,3
10268,2200,3
10268,2251,3
10268,2252,4
10268,2269,3
10268,2283,3
10268,2289,2
10268,2302,3
10268,2304,3
10268,2314,3
10268,2316,3
10268,2334,3
10268,2348,3
10268,2352,3
10268,2356,2
10268,2368,2
10268,2372,4
10268,2376,3
10268,2379,3
10268,2394,3
10268,2395,4
10268,2400,4
10268,2407,3
10268,2409,3
10268,2411,4
10268,2430,4
10268,2432,3
10268,2441,3
10268,2452,4
10268,2456,4
10268,2462,3
10268,2464,3
10268,2465,3
10268,2470,3
10268,2472,3
10268,2478,4
10268,2482,3
10268,2495,3
10268,2499,3
10268,2510,3
10268,2512,3
10268,2518,3
10268,2519,4
10268,2521,2
10268,2528,3
10268,2554,3
10268,2574,3
10268,2577,3
10268,2583,3
10268,2590,3
10268,2594,3
10268,2595,3
10268,2617,3
10268,2660,4
10268,2668,3
10268,2675,2
10268,2685,3
10268,2687,4
10268,2689,3
10268,2699,3
10268,2705,3
10268,2712,3
10268,2734,3
10268,2739,3
10268,2743,4
10268,2755,4
10268,2757,3
10268,2763,3
10268,2776,3
10268,2779,3
10268,2782,4
10268,2798,3
10268,2800,3
10268,2819,3
10268,2828,3
10268,2843,1
10268,2848,4
10268,2851,4
10268,2858,2
10268,2862,5
10268,2866,5
10268,2867,3
10268,2873,3
10268,2876,3
10268,2896,3
10268,2905,3
10268,2913,3
10268,2920,3
10268,2921,3
10268,2922,2
10268,2931,2
10268,2940,3
10268,2953,3
10268,2960,3
10268,2965,3
10268,2985,4
10268,2992,3
10268,3000,3
10268,3009,4
10268,3035,3
10268,3047,3
10268,3058,4
10268,3071,3
10268,3077,2
10268,3084,3
10268,3085,2
10268,3086,3
10268,3093,3
10268,3095,3
10268,3106,3
10268,3113,4
10268,3128,5
10268,3135,3
10268,3138,4
10268,3141,3
10268,3148,4
10268,3150,4
10268,3160,3
10268,3161,3
10268,3195,4
10268,3198,3
10268,3207,4
10268,3216,3
10268,3222,3
10268,3224,4
10268,3225,2
10268,3232,4
10268,3254,3
10268,3264,3
10268,3265,4
10268,3269,4
10268,3270,3
10268,3272,3
10268,3275,3
10268,3276,3
10268,3282,3
10268,3287,4
10268,3295,3
10268,3303,4
10268,3306,3
10268,3309,3
10268,3310,3
10268,3312,3
10268,3314,3
10268,3321,3
10268,3326,3
10268,3333,3
10268,3342,4
10268,3350,4
10268,3351,3
10268,3355,3
10268,3364,2
10268,3368,3
10268,3369,3
10268,3375,3
10268,3379,4
10268,3385,3
10268,3416,3
10268,3418,3
10268,3420,4
10268,3427,3
10268,3433,3
10268,3434,4
10268,3443,3
10268,3464,3
10268,3466,3
10268,3480,3
10268,3489,3
10268,3490,3
10268,3496,3
10268,3510,3
10268,3515,3
10268,3524,4
10268,3535,3
10268,3538,3
10268,3557,2
10268,3579,3
10268,3581,2
10268,3583,2
10268,3605,4
10268,3608,4
10268,3610,3
10268,3611,4
10268,3622,3
10268,3624,4
10268,3626,3
10268,3638,4
10268,3642,3
10268,3649,3
10268,3650,4
10268,3651,3
10268,3654,3
10268,3657,2
10268,3667,2
10268,3684,3
10268,3689,4
10268,3703,3
10268,3709,3
10268,3713,4
10268,3715,3
10268,3725,3
10268,3730,4
10268,3742,3
10268,3756,3
10268,3758,3
10268,3763,2
10268,3765,2
10268,3768,3
10268,3782,4
10268,3798,5
10268,3801,4
10268,3814,3
10268,3816,3
10268,3817,4
10268,3824,3
10268,3825,3
10268,3830,3
10268,3859,2
10268,3860,3
10268,3862,3
10268,3864,5
10268,3870,4
10268,3879,3
10268,3882,3
10268,3893,4
10268,3894,3
10268,3905,3
10268,3925,5
10268,3936,4
10268,3938,4
10268,3941,3
10268,3955,3
10268,3962,4
10268,3970,3
10268,3999,4
10268,4019,3
10268,4026,3
10268,4043,4
10268,4045,4
10268,4056,3
10268,4064,3
10268,4069,3
10268,4089,3
10268,4109,3
10268,4123,4
10268,4124,3
10268,4141,3
10268,4147,2
10268,4157,3
10268,4171,2
10268,4195,3
10268,4197,3
10268,4207,4
10268,4212,3
10268,4214,3
10268,4216,3
10268,4219,3
10268,4227,3
10268,4247,3
10268,4248,3
10268,4251,3
10268,4255,1
10268,4256,3
10268,4260,3
10268,4262,4
10268,4271,3
10268,4287,3
10268,4296,3
10268,4302,4
10268,4306,3
10268,4315,4
10268,4330,4
10268,4331,3
10268,4336,4
10268,4339,2
10268,4341,3
10268,4356,3
10268,4364,4
10268,4369,3
10268,4370,2
10268,4372,3
10268,4374,3
10268,4389,3
10268,4393,5
10268,4402,2
10268,4413,3
10268,4418,2
10268,4420,3
10268,4429,3
10268,4438,4
10268,4442,2
10268,4478,3
10268,4479,3
10268,4488,3
10268,4490,3
10268,4497,3
10268,4503,3
10268,4519,2
10268,4520,3
10268,4545,4
10268,4551,3
10268,4557,3
10268,4563,3
10268,4565,3
10268,4568,3
10268,4570,4
10268,4577,4
10268,4582,3
10268,4590,5
10268,4594,3
10268,4596,3
10268,4612,3
10268,4627,3
10268,4636,3
10268,4638,2
10268,4640,4
10268,4647,3
10268,4661,2
10268,4677,2
10268,4685,3
10268,4686,3
10268,4697,4
10268,4698,4
10268,4705,3
10268,4727,4
10268,4736,4
10268,4739,3
10268,4740,3
10268,4745,3
10268,4752,2
10268,4761,3
10268,4772,2
10268,4774,3
10268,4781,3
10268,4791,1
10268,4799,3
10268,4801,3
10268,4805,4
10268,4816,3
10268,4831,3
10268,4833,4
10268,4841,3
10268,4847,4
10268,4849,3
10268,4852,3
10268,4856,2
10268,4866,3
10268,4874,3
10268,4883,3
10268,4895,3
10268,4906,3
10268,4912,3
10268,4920,3
10268,4931,4
10268,4932,4
10268,4942,3
10268,4943,3
10268,4951,4
10268,4964,2
10268,4972,4
10268,4977,3
10268,4996,4
10268,5001,3
10268,5010,3
10268,5020,3
10268,5025,4
10268,5035,3
10268,5041,4
10268,5047,2
10268,5054,5
10268,5056,3
10268,5059,4
10268,5063,3
10268,5069,3
10268,5073,3
10268,5075,4
10268,5084,3
10268,5087,4
10268,5090,2
10268,5104,3
10268,5112,4
10268,5135,3
10268,5137,4
10268,5140,4
10268,5154,4
10268,5162,3
10268,5169,4
10268,5171,1
10268,5180,3
10268,5185,3
10268,5191,3
10268,5203,2
10268,5226,3
10268,5227,4
10268,5243,4
10268,5250,3
10268,5253,3
10268,5271,2
10268,5278,3
10268,5287,4
10268,5292,4
10268,5293,4
10268,5308,3
10268,5313,3
10268,5315,3
10268,5317,3
10268,5318,5
10268,5320,3
10268,5327,4
10268,5328,3
10268,5342,3
10268,5351,3
10268,5360,4
10268,5363,2
10268,5366,3
10268,5367,3
10268,5391,3
10268,5394,3
10268,5401,3
10268,5402,4
10268,5403,3
10268,5415,3
10268,5425,3
10268,5427,3
10268,5430,4
10268,5434,4
10268,5447,3
10268,5448,3
10268,5462,4
10268,5466,3
10268,5468,3
10268,5472,2
10268,5474,2
10268,5477,4
10268,5493,3
10268,5496,4
10268,5503,3
10268,5504,1
10268,5522,4
10268,5524,3
10268,5531,4
10268,5542,2
10268,5544,3
10268,5545,3
10268,5571,4
10268,5582,4
10268,5589,3
10268,5591,3
10268,5601,3
10268,5602,3
10268,5603,4
10268,5607,3
10268,5614,2
10268,5625,4
10268,5628,3
10268,5639,3
10268,5646,3
10268,5647,3
10268,5651,2
10268,5656,3
10268,5659,3
10268,5704,3
10268,5705,4
10268,5707,3
10268,5708,4
10268,5709,3
10268,5713,2
10268,5730,4
10268,5732,5
10268,5734,2
10268,5760,4
10268,5762,4
10268,5775,4
10268,5778,4
10268,5788,5
10268,5793,4
10268,5814,3
10268,5845,4
10268,5854,3
10268,5857,3
10268,5861,3
10268,5862,3
10268,5882,3
10268,5891,3
10268,5895,3
10268,5899,4
10268,5900,3
10268,5903,3
10268,5906,3
10268,5909,3
10268,5922,4
10268,5924,4
10268,5926,5
10268,5933,3
10268,5939,3
10268,5946,3
10268,5947,3
10268,5952,4
10268,5970,3
10268,5971,3
10268,5983,3
10268,6003,3
10268,6006,3
10268,6030,3
10268,6035,2
10268,6042,2
10268,6060,4
10268,6072,3
10268,6080,2
10268,6099,5
10268,6113,4
10268,6114,3
10268,6117,4
10268,6119,3
10268,6120,3
10268,6122,3
10268,6133,3
10268,6134,4
10268,6141,4
10268,6147,3
10268,6161,4
10268,6162,4
10268,6166,5
10268,6173,2
10268,6174,3
10268,6188,3
10268,6190,3
10268,6192,2
10268,6193,3
10268,6195,3
10268,6205,4
10268,6206,2
10268,6219,3
10268,6221,4
10268,6222,3
10268,6223,3
10268,6226,3
10268,6231,3
10268,6240,4
10268,6243,3
10268,6254,4
10268,6263,3
